	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
EMILIN2	0	0.355215909477598	0.333	0.046	0	Myeloid cells	EMILIN2
MKNK2	0	0.353985809083126	0.427	0.183	0	Myeloid cells	MKNK2
EFHD2	0	0.352946992775545	0.479	0.198	0	Myeloid cells	EFHD2
MAP2K1	0	0.35268864697451	0.363	0.087	0	Myeloid cells	MAP2K1
ARPC5	0	0.352148291460324	0.714	0.563	0	Myeloid cells	ARPC5
NFKBID	0	0.35174064041724	0.327	0.045	0	Myeloid cells	NFKBID
TUBA1B	0	0.351456509818112	0.886	0.737	0	Myeloid cells	TUBA1B
OGFRL1	0	0.350737783813407	0.405	0.16	0	Myeloid cells	OGFRL1
GNA12	0	0.349312605793409	0.329	0.044	0	Myeloid cells	GNA12
NR4A21	0	0.347455630939318	0.41	0.219	0	Myeloid cells	NR4A2
CD40	0	0.34741946756585	0.324	0.097	0	Myeloid cells	CD40
CARD16	0	0.345596891098432	0.312	0.082	0	Myeloid cells	CARD16
RGCC	0	0.344635852647255	0.321	0.121	0	Myeloid cells	RGCC
TSPAN33	0	0.342568504189797	0.295	0.005	0	Myeloid cells	TSPAN33
PELI1	0	0.34212571152068	0.352	0.136	0	Myeloid cells	PELI1
VEGFA	0	0.340607076806218	0.327	0.116	0	Myeloid cells	VEGFA
CREG1	0	0.34032388577035	0.341	0.154	0	Myeloid cells	CREG1
FERMT3	0	0.340107226304914	0.311	0.015	0	Myeloid cells	FERMT3
ARHGDIB	0	0.339998685456113	0.42	0.145	0	Myeloid cells	ARHGDIB
PPP1CB	0	0.337624110578167	0.534	0.299	0	Myeloid cells	PPP1CB
ATP6V1A	0	0.335760963612193	0.362	0.113	0	Myeloid cells	ATP6V1A
BAZ1A	0	0.335460199343558	0.581	0.323	0	Myeloid cells	BAZ1A
CAP1	0	0.335237115811273	0.516	0.273	0	Myeloid cells	CAP1
SLC2A3	0	0.334940657022046	0.542	0.291	0	Myeloid cells	SLC2A3
GNA15	0	0.334365313212375	0.388	0.102	0	Myeloid cells	GNA15
MRPS6	0	0.333068878734961	0.431	0.227	0	Myeloid cells	MRPS6
ZFAND2A	0	0.332552668653665	0.283	0.108	0	Myeloid cells	ZFAND2A
LUCAT1	0	0.33239857665753	0.258	0.069	0	Myeloid cells	LUCAT1
CPEB4	0	0.329568895065922	0.365	0.162	0	Myeloid cells	CPEB4
CLIC2	0	0.328698194596508	0.372	0.087	0	Myeloid cells	CLIC2
SYNGR2	0	0.328425594805712	0.412	0.163	0	Myeloid cells	SYNGR2
TANK	0	0.328383191644479	0.449	0.192	0	Myeloid cells	TANK
MAFG	0	0.327582245513737	0.404	0.143	0	Myeloid cells	MAFG
ATP6V1B2	0	0.327184827753781	0.355	0.14	0	Myeloid cells	ATP6V1B2
SNX3	0	0.326500963907295	0.681	0.56	0	Myeloid cells	SNX3
PCBP1	0	0.325180069460109	0.792	0.664	0	Myeloid cells	PCBP1
NIBAN1	0	0.325006326372144	0.311	0.065	0	Myeloid cells	NIBAN1
MYO9B	0	0.324820431066938	0.319	0.054	0	Myeloid cells	MYO9B
CEP170	0	0.324088145987561	0.346	0.104	0	Myeloid cells	CEP170
KDM6B	0	0.32328280339565	0.47	0.203	0	Myeloid cells	KDM6B
UCP2	0	0.322812853129962	0.275	0.011	0	Myeloid cells	UCP2
PTGER4	0	0.322775153828307	0.311	0.087	0	Myeloid cells	PTGER4
NCF2	0	0.322317273861328	0.271	0.023	0	Myeloid cells	NCF2
PTP4A2	0	0.32058844475984	0.598	0.345	0	Myeloid cells	PTP4A2
ARL5B	0	0.319324060158678	0.358	0.128	0	Myeloid cells	ARL5B
EPB41L3	0	0.318066495499806	0.266	0.031	0	Myeloid cells	EPB41L3
RAB7A	0	0.317853811008092	0.556	0.323	0	Myeloid cells	RAB7A
ACTR3	0	0.317793819881321	0.624	0.415	0	Myeloid cells	ACTR3
DNAJA11	0	0.317420160147789	0.776	0.673	0	Myeloid cells	DNAJA1
RAPGEF1	0	0.317291910901567	0.329	0.061	0	Myeloid cells	RAPGEF1
GLRX	0	0.316679080300863	0.318	0.135	0	Myeloid cells	GLRX
AGO2	0	0.315790598969233	0.336	0.112	0	Myeloid cells	AGO2
VIM1	0	0.314123392934636	0.917	0.662	0	Myeloid cells	VIM
GCLM	0	0.313816394105936	0.28	0.097	0	Myeloid cells	GCLM
SH3BGRL3	0	0.31334495688062	0.882	0.82	0	Myeloid cells	SH3BGRL3
CD52	0	0.31231107825657	0.258	0.026	0	Myeloid cells	CD52
CALHM6	0	0.31223252819454	0.266	0.029	0	Myeloid cells	CALHM6
PMAIP1	0	0.311883691990216	0.43	0.282	0	Myeloid cells	PMAIP1
CORO1A	0	0.311547916829586	0.269	0.015	0	Myeloid cells	CORO1A
FMNL1	0	0.310370078341611	0.306	0.022	0	Myeloid cells	FMNL1
MBP	0	0.3102952849971	0.385	0.148	0	Myeloid cells	MBP
JOSD1	0	0.30951211319976	0.39	0.135	0	Myeloid cells	JOSD1
MTHFD2	0	0.308895584629495	0.35	0.103	0	Myeloid cells	MTHFD2
UBE2D3	0	0.308335774799926	0.794	0.67	0	Myeloid cells	UBE2D3
CTTNBP2NL	0	0.307288400547633	0.356	0.111	0	Myeloid cells	CTTNBP2NL
AP1S2	0	0.306072397190926	0.382	0.115	0	Myeloid cells	AP1S2
RP2	0	0.305106147640723	0.284	0.04	0	Myeloid cells	RP2
ARRB2	0	0.301083587712013	0.284	0.025	0	Myeloid cells	ARRB2
SH3BP5	0	0.300870562986574	0.307	0.115	0	Myeloid cells	SH3BP5
MOB1A	0	0.299905008811859	0.48	0.228	0	Myeloid cells	MOB1A
ARL6IP1	0	0.29984133052287	0.599	0.328	0	Myeloid cells	ARL6IP1
CD93	0	0.298655293779013	0.269	0.066	0	Myeloid cells	CD93
ABL21	0	0.29800457498412	0.366	0.17	0	Myeloid cells	ABL2
STK17B	0	0.296908426659666	0.371	0.116	0	Myeloid cells	STK17B
CORO1C	0	0.296632317601208	0.386	0.155	0	Myeloid cells	CORO1C
TPP1	0	0.296621475996133	0.368	0.108	0	Myeloid cells	TPP1
GMFG	0	0.295381031228552	0.349	0.074	0	Myeloid cells	GMFG
CLTC	0	0.29447550222403	0.437	0.211	0	Myeloid cells	CLTC
WIPF1	0	0.293230317959363	0.32	0.082	0	Myeloid cells	WIPF1
ZNF267	0	0.292951818750656	0.416	0.156	0	Myeloid cells	ZNF267
HNRNPC	0	0.291764738155855	0.842	0.744	0	Myeloid cells	HNRNPC
ARHGEF2	0	0.290819813701371	0.313	0.066	0	Myeloid cells	ARHGEF2
PABPC4	0	0.290709744319775	0.469	0.241	0	Myeloid cells	PABPC4
RIT1	0	0.290067738500911	0.336	0.1	0	Myeloid cells	RIT1
LINC-PINT	0	0.289059360552327	0.407	0.166	0	Myeloid cells	LINC-PINT
ARPC3	0	0.288547443582727	0.816	0.731	0	Myeloid cells	ARPC3
SEPTIN6	0	0.287792307056647	0.317	0.064	0	Myeloid cells	SEPTIN6
TUBB	0	0.287237312289133	0.804	0.686	0	Myeloid cells	TUBB
RANBP2	0	0.286988636508613	0.321	0.139	0	Myeloid cells	RANBP2
RASSF2	0	0.285753246901371	0.267	0.023	0	Myeloid cells	RASSF2
B3GNT5	0	0.285735822426235	0.265	0.075	0	Myeloid cells	B3GNT5
G3BP1	0	0.285675164196904	0.548	0.332	0	Myeloid cells	G3BP1
OXSR1	0	0.285076070873768	0.313	0.077	0	Myeloid cells	OXSR1
YTHDF3	0	0.28481933926383	0.319	0.102	0	Myeloid cells	YTHDF3
ATP6V0B	0	0.284276936518904	0.608	0.42	0	Myeloid cells	ATP6V0B
PIM3	0	0.284170220455376	0.535	0.284	0	Myeloid cells	PIM3
HSP90AB11	0	0.283814888081225	0.992	0.988	0	Myeloid cells	HSP90AB1
GNS	0	0.283432732932877	0.308	0.093	0	Myeloid cells	GNS
MAN2B1	0	0.282952806930007	0.319	0.07	0	Myeloid cells	MAN2B1
RAB311	0	0.282362561003828	0.375	0.144	0	Myeloid cells	RAB31
HLA-B	0	0.280693572288885	0.998	0.993	0	Myeloid cells	HLA-B
TNIP1	0	0.280464081348959	0.323	0.117	0	Myeloid cells	TNIP1
ARPC1B	0	0.280384560943804	0.57	0.335	0	Myeloid cells	ARPC1B
TUBA1A	0	0.27988574823082	0.48	0.309	0	Myeloid cells	TUBA1A
NFAT5	0	0.279622093517136	0.404	0.182	0	Myeloid cells	NFAT5
CLIC1	0	0.279536994510505	0.884	0.828	0	Myeloid cells	CLIC1
PNPLA8	0	0.277889827831407	0.376	0.164	0	Myeloid cells	PNPLA8
AC016831.5	0	0.277719854293067	0.29	0.074	0	Myeloid cells	AC016831.5
TOP1	0	0.275481933872648	0.54	0.35	0	Myeloid cells	TOP1
RAB10	0	0.275399684325402	0.538	0.324	0	Myeloid cells	RAB10
CBL	0	0.273860959684026	0.305	0.077	0	Myeloid cells	CBL
IQGAP1	0	0.273248757998023	0.633	0.498	0	Myeloid cells	IQGAP1
CDKN1A	0	0.272535471567299	0.647	0.448	0	Myeloid cells	CDKN1A
MED13	0	0.27167115509829	0.378	0.168	0	Myeloid cells	MED13
MTPN	0	0.271486759437344	0.576	0.36	0	Myeloid cells	MTPN
RNASET2	0	0.271438860873938	0.354	0.133	0	Myeloid cells	RNASET2
DNAJB11	0	0.271293052248531	0.381	0.157	0	Myeloid cells	DNAJB11
SIPA1L1	0	0.270137538135168	0.271	0.053	0	Myeloid cells	SIPA1L1
SDF2L1	0	0.269843274932965	0.32	0.127	0	Myeloid cells	SDF2L1
FCGRT1	0	0.269426609470901	0.423	0.251	0	Myeloid cells	FCGRT
KCTD20	0	0.268574702598334	0.315	0.099	0	Myeloid cells	KCTD20
ARF6	0	0.267538540075397	0.529	0.329	0	Myeloid cells	ARF6
ATP6V1H	0	0.267254669269876	0.309	0.091	0	Myeloid cells	ATP6V1H
ERGIC1	0	0.266962979245915	0.31	0.098	0	Myeloid cells	ERGIC1
VOPP1	0	0.266212767377432	0.266	0.041	0	Myeloid cells	VOPP1
GNG5	0	0.26619054640945	0.772	0.684	0	Myeloid cells	GNG5
RAB21	0	0.266095405745031	0.456	0.23	0	Myeloid cells	RAB21
EIF4E	0	0.265461061523512	0.377	0.221	0	Myeloid cells	EIF4E
ICAM11	0	0.265265985851768	0.387	0.214	0	Myeloid cells	ICAM1
B4GALT11	0	0.264232135213789	0.386	0.171	0	Myeloid cells	B4GALT1
ACSL3	0	0.263058081475398	0.302	0.121	0	Myeloid cells	ACSL3
LPAR6	0	0.262957817303342	0.313	0.149	0	Myeloid cells	LPAR6
RNF130	0	0.262560503856664	0.295	0.093	0	Myeloid cells	RNF130
CAPN2	0	0.260422300942276	0.391	0.178	0	Myeloid cells	CAPN2
WARS	0	0.260136581432229	0.268	0.082	0	Myeloid cells	WARS
UPP1	0	0.25976048686162	0.326	0.105	0	Myeloid cells	UPP1
IVNS1ABP	0	0.25943161403825	0.341	0.168	0	Myeloid cells	IVNS1ABP
RIPK2	0	0.259342555569036	0.282	0.076	0	Myeloid cells	RIPK2
DDAH2	0	0.259158982625802	0.404	0.168	0	Myeloid cells	DDAH2
PFN1	0	0.258650895014564	0.938	0.911	0	Myeloid cells	PFN1
IFNGR2	0	0.258212847359637	0.377	0.182	0	Myeloid cells	IFNGR2
UBE2R2	0	0.258096111386067	0.442	0.234	0	Myeloid cells	UBE2R2
HECA	0	0.258063211604991	0.338	0.12	0	Myeloid cells	HECA
ACOT9	0	0.258043977807487	0.292	0.067	0	Myeloid cells	ACOT9
MANF	0	0.257133163105357	0.41	0.23	0	Myeloid cells	MANF
FAM49B	0	0.256979184062861	0.344	0.123	0	Myeloid cells	FAM49B
QKI	0	0.256931563935267	0.503	0.294	0	Myeloid cells	QKI
DPYSL21	0	0.256676961752167	0.416	0.206	0	Myeloid cells	DPYSL2
RASSF5	0	0.256574394298376	0.301	0.076	0	Myeloid cells	RASSF5
ACSL4	0	0.254873499682354	0.285	0.094	0	Myeloid cells	ACSL4
CD58	0	0.254429392558907	0.3	0.091	0	Myeloid cells	CD58
MSN	0	0.252645657464464	0.558	0.325	0	Myeloid cells	MSN
SNAP23	0	0.251438497362042	0.309	0.104	0	Myeloid cells	SNAP23
TAOK3	0	0.250929021618001	0.351	0.147	0	Myeloid cells	TAOK3
HERPUD1	2.50024382576261e-288	0.390877157659955	0.459	0.319	6.40612473036897e-284	Myeloid cells	HERPUD1
NUB1	2.34596211341403e-249	0.279078062871525	0.279	0.171	6.01082412698942e-245	Myeloid cells	NUB1
THBD	2.120744166666e-246	0.267219042262926	0.354	0.231	5.43377070383163e-242	Myeloid cells	THBD
CTSL1	3.40676596470754e-184	0.568151873867333	0.326	0.241	8.72881575477365e-180	Myeloid cells	CTSL
PRNP	1.03249344207494e-183	0.304200886238826	0.427	0.329	2.6454546972844e-179	Myeloid cells	PRNP
KLF6	1.24303262614374e-148	0.341473403990215	0.721	0.731	3.18489819470548e-144	Myeloid cells	KLF6
BAG31	2.95132568810998e-114	0.288666180498539	0.349	0.273	7.5618866780754e-110	Myeloid cells	BAG3
CTSC	1.21784240935029e-46	0.268065023670353	0.389	0.348	3.12035582123731e-42	Myeloid cells	CTSC
SELENOP1	1.77198200556977e-46	0.589032857208936	0.248	0.357	4.54017229467087e-42	Myeloid cells	SELENOP
DNAJB12	1.29917951052371e-05	0.466660650709841	0.619	0.711	0.332875774186384	Myeloid cells	DNAJB1
SELE	0	2.46754309690274	0.57	0.022	0	Endothelial cells	SELE
TM4SF1	0	2.35141521672321	0.862	0.084	0	Endothelial cells	TM4SF1
CCL14	0	1.72062411663393	0.635	0.017	0	Endothelial cells	CCL14
SPARCL1	0	1.6380007679479	0.808	0.184	0	Endothelial cells	SPARCL1
ACKR1	0	1.59457807147463	0.59	0.016	0	Endothelial cells	ACKR1
AQP1	0	1.45735377710992	0.73	0.095	0	Endothelial cells	AQP1
GNG11	0	1.38614967564581	0.816	0.113	0	Endothelial cells	GNG11
C2CD4B	0	1.24654502846592	0.599	0.014	0	Endothelial cells	C2CD4B
A2M	0	1.21655655767718	0.699	0.082	0	Endothelial cells	A2M
CLDN5	0	1.18388825608563	0.629	0.011	0	Endothelial cells	CLDN5
PECAM1	0	1.11182245169271	0.691	0.026	0	Endothelial cells	PECAM1
TSC22D1	0	1.10321381194484	0.697	0.214	0	Endothelial cells	TSC22D1
SOCS31	0	1.04766419053195	0.715	0.425	0	Endothelial cells	SOCS3
RCAN1	0	1.04599456997662	0.595	0.098	0	Endothelial cells	RCAN1
CAV1	0	1.03480684206294	0.876	0.528	0	Endothelial cells	CAV1
IGFBP71	0	1.01394166108086	0.931	0.458	0	Endothelial cells	IGFBP7
PLVAP	0	0.959059656085977	0.568	0.011	0	Endothelial cells	PLVAP
KLF2	0	0.925866388160763	0.656	0.166	0	Endothelial cells	KLF2
PCAT19	0	0.905300061840675	0.62	0.011	0	Endothelial cells	PCAT19
MCTP1	0	0.890165591712512	0.534	0.049	0	Endothelial cells	MCTP1
RAMP2	0	0.890123371585315	0.56	0.022	0	Endothelial cells	RAMP2
ADIRF1	0	0.883767872958021	0.827	0.462	0	Endothelial cells	ADIRF
PALM2-AKAP21	0	0.880284985794052	0.633	0.191	0	Endothelial cells	PALM2-AKAP2
CALCRL	0	0.862297720421096	0.543	0.055	0	Endothelial cells	CALCRL
KCTD12	0	0.845879981503557	0.586	0.133	0	Endothelial cells	KCTD12
CNKSR3	0	0.841572573647142	0.517	0.042	0	Endothelial cells	CNKSR3
ICAM12	0	0.839015175672356	0.608	0.195	0	Endothelial cells	ICAM1
ETS2	0	0.825556572249571	0.734	0.432	0	Endothelial cells	ETS2
HLA-E	0	0.798094137411852	0.991	0.891	0	Endothelial cells	HLA-E
TGFBR2	0	0.795893423669615	0.636	0.124	0	Endothelial cells	TGFBR2
VIM2	0	0.795229031859678	0.998	0.663	0	Endothelial cells	VIM
NPDC1	0	0.782582855451837	0.587	0.078	0	Endothelial cells	NPDC1
EMCN	0	0.781808816249651	0.552	0.017	0	Endothelial cells	EMCN
NCOA71	0	0.759992101999367	0.576	0.268	0	Endothelial cells	NCOA7
ADGRL4	0	0.757066245346712	0.521	0.008	0	Endothelial cells	ADGRL4
LMCD1	0	0.754904657201179	0.549	0.057	0	Endothelial cells	LMCD1
PLCG2	0	0.754308923569294	0.464	0.29	0	Endothelial cells	PLCG2
NEDD9	0	0.73488596798294	0.504	0.035	0	Endothelial cells	NEDD9
NDRG1	0	0.731137996597787	0.583	0.327	0	Endothelial cells	NDRG1
WWTR11	0	0.725280367406682	0.576	0.161	0	Endothelial cells	WWTR1
SOX17	0	0.723325261479178	0.424	0.007	0	Endothelial cells	SOX17
ARHGAP29	0	0.720856986170976	0.563	0.106	0	Endothelial cells	ARHGAP29
EPAS1	0	0.713093841167432	0.607	0.178	0	Endothelial cells	EPAS1
ITGA6	0	0.71026119132003	0.588	0.157	0	Endothelial cells	ITGA6
DNAJB4	0	0.708795725390496	0.559	0.175	0	Endothelial cells	DNAJB4
NFKBIA2	0	0.702349788171244	0.972	0.768	0	Endothelial cells	NFKBIA
TXNIP	0	0.697711886720459	0.735	0.557	0	Endothelial cells	TXNIP
FAM241A	0	0.687890426675252	0.519	0.092	0	Endothelial cells	FAM241A
ANGPT2	0	0.686364758846298	0.372	0.052	0	Endothelial cells	ANGPT2
EMP11	0	0.684955415400542	0.784	0.582	0	Endothelial cells	EMP1
SLC2A31	0	0.683559760129122	0.704	0.282	0	Endothelial cells	SLC2A3
CLU1	0	0.677765652050438	0.527	0.149	0	Endothelial cells	CLU
ELK3	0	0.66158211441281	0.566	0.123	0	Endothelial cells	ELK3
EGFL7	0	0.659728076474911	0.424	0.02	0	Endothelial cells	EGFL7
ECSCR	0	0.653145400380689	0.483	0.007	0	Endothelial cells	ECSCR
FLT1	0	0.650977994289733	0.436	0.035	0	Endothelial cells	FLT1
VWF	0	0.646135898991371	0.404	0.007	0	Endothelial cells	VWF
ENG	0	0.643403702626699	0.488	0.065	0	Endothelial cells	ENG
SPRY11	0	0.642742956892034	0.482	0.157	0	Endothelial cells	SPRY1
ADAMTS9	0	0.642650727946567	0.399	0.034	0	Endothelial cells	ADAMTS9
LUZP1	0	0.640771297535497	0.581	0.223	0	Endothelial cells	LUZP1
LIFR	0	0.638742445503733	0.467	0.063	0	Endothelial cells	LIFR
DNAJA12	0	0.638104228025697	0.897	0.663	0	Endothelial cells	DNAJA1
ITM2A	0	0.635866320028099	0.489	0.053	0	Endothelial cells	ITM2A
PDK4	0	0.634008297687915	0.389	0.069	0	Endothelial cells	PDK4
LMO2	0	0.631912898729652	0.495	0.072	0	Endothelial cells	LMO2
COL15A11	0	0.630597311815009	0.476	0.103	0	Endothelial cells	COL15A1
TSHZ2	0	0.626581239537531	0.506	0.069	0	Endothelial cells	TSHZ2
SOX18	0	0.619459446963941	0.401	0.009	0	Endothelial cells	SOX18
TMSB101	0	0.616526878340258	1	0.983	0	Endothelial cells	TMSB10
CRIP2	0	0.615878784088028	0.567	0.159	0	Endothelial cells	CRIP2
TCF41	0	0.606718114582532	0.765	0.426	0	Endothelial cells	TCF4
IFITM21	0	0.606105491493271	0.725	0.309	0	Endothelial cells	IFITM2
ARL4A	0	0.598993449048828	0.55	0.265	0	Endothelial cells	ARL4A
TFPI	0	0.598401866896076	0.426	0.127	0	Endothelial cells	TFPI
ETS11	0	0.597373567495306	0.522	0.168	0	Endothelial cells	ETS1
SNHG7	0	0.596251790677527	0.648	0.333	0	Endothelial cells	SNHG7
STOM	0	0.596180921160463	0.603	0.286	0	Endothelial cells	STOM
CD34	0	0.594298131269257	0.444	0.024	0	Endothelial cells	CD34
CDC42EP31	0	0.593419524935835	0.518	0.12	0	Endothelial cells	CDC42EP3
SPTBN11	0	0.590060969317525	0.599	0.224	0	Endothelial cells	SPTBN1
MTRNR2L121	0	0.58938132284318	0.865	0.721	0	Endothelial cells	MTRNR2L12
FOXP1	0	0.585587008140779	0.605	0.239	0	Endothelial cells	FOXP1
KMT2E	0	0.584402182431537	0.628	0.34	0	Endothelial cells	KMT2E
THBD1	0	0.583240005225916	0.534	0.215	0	Endothelial cells	THBD
CD931	0	0.579426596945558	0.448	0.053	0	Endothelial cells	CD93
SPAG91	0	0.578381986168102	0.587	0.301	0	Endothelial cells	SPAG9
UPP11	0	0.566802952126877	0.444	0.101	0	Endothelial cells	UPP1
TIMP31	0	0.564548975400642	0.574	0.171	0	Endothelial cells	TIMP3
HIPK3	0	0.56117338821753	0.495	0.152	0	Endothelial cells	HIPK3
HSPG2	0	0.559557980775401	0.442	0.099	0	Endothelial cells	HSPG2
ADAMTS11	0	0.557503487406396	0.527	0.198	0	Endothelial cells	ADAMTS1
CAVIN11	0	0.556224920753523	0.723	0.358	0	Endothelial cells	CAVIN1
ZNF385D	0	0.554679729938112	0.395	0.021	0	Endothelial cells	ZNF385D
CSF3	0	0.554427324032441	0.269	0.009	0	Endothelial cells	CSF3
RAMP3	0	0.553797055323628	0.381	0.009	0	Endothelial cells	RAMP3
CCDC85B	0	0.553678731790601	0.612	0.3	0	Endothelial cells	CCDC85B
DLC1	0	0.549054484763648	0.451	0.106	0	Endothelial cells	DLC1
CD591	0	0.547360756688187	0.709	0.484	0	Endothelial cells	CD59
MSN1	0	0.543229741746538	0.595	0.33	0	Endothelial cells	MSN
TMEM70	0	0.541002341135264	0.45	0.145	0	Endothelial cells	TMEM70
HBEGF	0	0.53993449692611	0.407	0.109	0	Endothelial cells	HBEGF
GIMAP7	0	0.535531795755907	0.39	0.011	0	Endothelial cells	GIMAP7
EFNB2	0	0.52998143018338	0.406	0.062	0	Endothelial cells	EFNB2
JAM2	0	0.529708401104276	0.417	0.036	0	Endothelial cells	JAM2
SLC9A3R2	0	0.517927335731415	0.311	0.063	0	Endothelial cells	SLC9A3R2
PHLDA11	0	0.514636412537619	0.51	0.206	0	Endothelial cells	PHLDA1
ITPRID2	0	0.50916512625305	0.446	0.136	0	Endothelial cells	ITPRID2
IFI16	0	0.509041480449376	0.85	0.735	0	Endothelial cells	IFI16
KDR	0	0.505057014319325	0.334	0.006	0	Endothelial cells	KDR
TNFAIP32	0	0.504655490125785	0.573	0.294	0	Endothelial cells	TNFAIP3
SWAP70	0	0.504603478774546	0.46	0.136	0	Endothelial cells	SWAP70
S1PR1	0	0.504190219351576	0.374	0.014	0	Endothelial cells	S1PR1
NRN1	0	0.503540432425056	0.415	0.065	0	Endothelial cells	NRN1
TSPAN7	0	0.503113493549017	0.377	0.008	0	Endothelial cells	TSPAN7
ANKRD28	0	0.497483345347388	0.425	0.126	0	Endothelial cells	ANKRD28
CDH5	0	0.494838654926684	0.391	0.008	0	Endothelial cells	CDH5
GNAI21	0	0.494282595546316	0.635	0.333	0	Endothelial cells	GNAI2
PNP	0	0.49364658433266	0.464	0.169	0	Endothelial cells	PNP
YPEL2	0	0.492363114705692	0.476	0.128	0	Endothelial cells	YPEL2
SDCBP1	0	0.486871591825022	0.697	0.441	0	Endothelial cells	SDCBP
MEF2C	0	0.485879794916534	0.473	0.099	0	Endothelial cells	MEF2C
SAV11	0	0.48337428168636	0.452	0.172	0	Endothelial cells	SAV1
GADD45B1	0	0.478994471243789	0.699	0.583	0	Endothelial cells	GADD45B
BCAM	0	0.476305775326507	0.436	0.08	0	Endothelial cells	BCAM
CLEC2B	0	0.472670627097406	0.772	0.646	0	Endothelial cells	CLEC2B
MBNL2	0	0.468670166745317	0.453	0.167	0	Endothelial cells	MBNL2
APP1	0	0.46761205545091	0.583	0.319	0	Endothelial cells	APP
IL61	0	0.466221731089447	0.297	0.124	0	Endothelial cells	IL6
GASK1B	0	0.465631953882481	0.371	0.064	0	Endothelial cells	GASK1B
LRATD2	0	0.464042704188977	0.339	0.027	0	Endothelial cells	LRATD2
MTUS1	0	0.462415059620611	0.435	0.15	0	Endothelial cells	MTUS1
AKAP131	0	0.46150440929328	0.556	0.276	0	Endothelial cells	AKAP13
TMSB4X1	0	0.458277229244807	0.999	0.971	0	Endothelial cells	TMSB4X
PDLIM11	0	0.455122938505714	0.695	0.491	0	Endothelial cells	PDLIM1
TPM31	0	0.454741204578763	0.8	0.644	0	Endothelial cells	TPM3
ESAM	0	0.451959426133987	0.377	0.026	0	Endothelial cells	ESAM
SRP14	0	0.449371242016001	0.952	0.925	0	Endothelial cells	SRP14
CEMIP2	0	0.449169226526719	0.389	0.087	0	Endothelial cells	CEMIP2
UACA	0	0.448968563537799	0.405	0.097	0	Endothelial cells	UACA
CPEB41	0	0.445777005767458	0.455	0.16	0	Endothelial cells	CPEB4
SYNE2	0	0.445646547247716	0.562	0.306	0	Endothelial cells	SYNE2
UGCG1	0	0.444938724332491	0.5	0.225	0	Endothelial cells	UGCG
MSX1	0	0.443729690587564	0.356	0.078	0	Endothelial cells	MSX1
SOX41	0	0.44343978443623	0.576	0.436	0	Endothelial cells	SOX4
MALAT1	0	0.443361269387679	1	0.998	0	Endothelial cells	MALAT1
DDX5	0	0.441283684099954	0.964	0.896	0	Endothelial cells	DDX5
CLEC14A	0	0.440646339398872	0.32	0.008	0	Endothelial cells	CLEC14A
GIMAP4	0	0.439644947802801	0.345	0.011	0	Endothelial cells	GIMAP4
RHOJ	0	0.439568802890753	0.351	0.028	0	Endothelial cells	RHOJ
PPFIBP1	0	0.439553576586379	0.383	0.126	0	Endothelial cells	PPFIBP1
ZNF2671	0	0.438759416835428	0.437	0.164	0	Endothelial cells	ZNF267
CCN21	0	0.43793431890228	0.408	0.152	0	Endothelial cells	CCN2
SNCG	0	0.43651484371083	0.299	0.021	0	Endothelial cells	SNCG
BMPR2	0	0.434552146646566	0.416	0.131	0	Endothelial cells	BMPR2
PTPRB	0	0.433768525313872	0.333	0.007	0	Endothelial cells	PTPRB
MAP1LC3B1	0	0.431774501390805	0.645	0.476	0	Endothelial cells	MAP1LC3B
KLF61	0	0.429871214731907	0.863	0.714	0	Endothelial cells	KLF6
SLC38A2	0	0.429223894053338	0.814	0.731	0	Endothelial cells	SLC38A2
JAK1	0	0.427891307394913	0.572	0.341	0	Endothelial cells	JAK1
ERG	0	0.425202711361691	0.35	0.012	0	Endothelial cells	ERG
BMP2	0	0.421050705520121	0.282	0.073	0	Endothelial cells	BMP2
PPP1R15A	0	0.420808641691015	0.861	0.721	0	Endothelial cells	PPP1R15A
JMJD1C1	0	0.418267610766681	0.529	0.27	0	Endothelial cells	JMJD1C
MTRNR2L81	0	0.417050081239197	0.481	0.229	0	Endothelial cells	MTRNR2L8
CRIM1	0	0.416501415306346	0.41	0.112	0	Endothelial cells	CRIM1
IL3RA	0	0.416051623370776	0.353	0.032	0	Endothelial cells	IL3RA
TM4SF18	0	0.41476068483915	0.295	0.004	0	Endothelial cells	TM4SF18
SASH1	0	0.41421265050113	0.429	0.158	0	Endothelial cells	SASH1
NFIB	0	0.413132132696106	0.507	0.22	0	Endothelial cells	NFIB
SEC14L1	0	0.412447891623049	0.406	0.107	0	Endothelial cells	SEC14L1
CDKN1A1	0	0.408649901875917	0.656	0.455	0	Endothelial cells	CDKN1A
MYCT1	0	0.40531646278859	0.327	0.004	0	Endothelial cells	MYCT1
SOX7	0	0.403448434108984	0.375	0.131	0	Endothelial cells	SOX7
DDX3X	0	0.40166801724976	0.671	0.532	0	Endothelial cells	DDX3X
ADAMTS4	0	0.401340344663524	0.382	0.098	0	Endothelial cells	ADAMTS4
RALGAPA2	0	0.400963303983742	0.341	0.04	0	Endothelial cells	RALGAPA2
ELF1	0	0.400659329285889	0.512	0.294	0	Endothelial cells	ELF1
MBNL1	0	0.400203423415161	0.639	0.491	0	Endothelial cells	MBNL1
ZFP361	0	0.400110215720334	0.825	0.731	0	Endothelial cells	ZFP36
