	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
CSNK1E	2.38743807606142e-06	0.0262961870583224	0.183	0.15	0.0611709383848457
GNL1	1.58035727566753e-08	0.0262934886787384	0.128	0.095	0.000404919141171535
PATL1	1.04711209649433e-06	0.0262886593997972	0.145	0.114	0.0268291061363778
ZNF148	7.93015379732586e-07	0.0262667875058699	0.133	0.104	0.0203186400595083
ADGRE2	8.96763148139455e-09	0.0262651458891135	0.092	0.064	0.000229768653816291
INO80E	2.45533032826036e-12	0.0262602432675922	0.07	0.042	6.29104736706869e-08
MSRA	3.07893504778677e-08	0.0262568184468834	0.113	0.083	0.000788884737943927
TMEM19	1.96804870645472e-07	0.0262534628785503	0.121	0.092	0.00504253439567827
JAGN1	6.43786976055962e-09	0.0262467599625696	0.106	0.076	0.000164951099005059
RAB22A	3.5997960863714e-06	0.026235608478739	0.191	0.157	0.092233975325008
NETO2	5.69155381649719e-08	0.0262283679710542	0.121	0.091	0.00145828991886291
P2RY13	2.59768909372674e-09	0.0262271504574399	0.046	0.027	6.65579899594666e-05
ABHD16A	1.32628172196075e-08	0.0262167890613455	0.101	0.072	0.000339819902800783
MT-CO2	2.37743466880965e-06	0.0262117772366017	0.997	0.995	0.0609146310842408
ZNF33A	6.27985127419668e-10	0.0261910436311517	0.082	0.055	1.60902349347467e-05
MPHOSPH8	8.66002401139604e-05	0.0261871045123738	0.211	0.182	1
CCL19	0.000174665870384065	0.0261719286694395	0.085	0.067	1
ARF1	0.000419870044887288	0.0261698285807819	0.567	0.509	1
CCNT2	2.12854692339974e-07	0.026151783545014	0.119	0.09	0.0054537629271348
FAM222A	1.2443457902254e-10	0.026129184369041	0.057	0.034	3.18826278371552e-06
SHARPIN	6.61386349637113e-10	0.0261276530275026	0.093	0.063	1.69460410504021e-05
DOCK4	0.000300159782720795	0.0261203225542707	0.19	0.164	1
DPM3	1.79183000806405e-07	0.0261044631213726	0.133	0.102	0.0045910268466617
CDK11A	8.47878907157316e-11	0.0261027791131777	0.069	0.043	2.17243533591847e-06
SPG11	1.06870528560356e-07	0.0260992205872378	0.112	0.083	0.00273823668277345
CGGBP1	1.51075432044162e-06	0.0260958728595366	0.189	0.154	0.0387085471983553
GSS	2.22741277495776e-08	0.0260899320554463	0.106	0.077	0.000570707701199678
HIST2H2BF	6.48883695549538e-21	0.026088692426105	0.036	0.012	1.66256980473703e-16
PRKRA	8.71392409487489e-08	0.0260881458134464	0.114	0.085	0.00223268163158884
SUGP2	1.5417468396074e-06	0.0260811387629605	0.128	0.1	0.0395026375244209
NEK1	2.67894413616837e-12	0.0260638191153521	0.059	0.033	6.86399066569059e-08
SKA2	5.38849074940175e-08	0.0260587622699263	0.103	0.076	0.00138063909981172
EDEM1	0.00074538341852651	0.0260568596260098	0.47	0.426	1
POC1B	2.06986586313835e-08	0.0260562005452242	0.089	0.063	0.000530341031453308
UBXN7	5.33888211763984e-06	0.0260311642133807	0.21	0.175	0.136792837618168
KIAA1143	2.51636026020276e-08	0.0260261720738225	0.102	0.074	0.000644741825869151
C19orf25	2.6806618129637e-08	0.0260070474099434	0.107	0.078	0.000686839169717558
FPR1	0.000106609494462152	0.0259887707106734	0.083	0.065	1
SH3BP4	3.1598648180165e-08	0.0259738717338827	0.106	0.077	0.000809620563672189
TET3	5.05335713373076e-05	0.0259615555259377	0.134	0.11	1
RNF126	4.77490629741649e-06	0.0259420072779509	0.145	0.117	0.122342649152405
VKORC1	1.65282238675865e-05	0.0259375323442727	0.214	0.181	0.423486151935302
TRIM24	2.95669102232398e-09	0.0259248608091864	0.084	0.057	7.57563373739849e-05
ZNF92	3.91948490525173e-12	0.0259042869150685	0.067	0.04	1.0042504224236e-07
TNFSF15	8.25019418273057e-06	0.0259012259273073	0.056	0.04	0.211386475349923
KIAA0100	7.9665200896075e-09	0.0259000081831181	0.11	0.08	0.000204118177735923
ELMSAN1	1.46395787067375e-05	0.0258986210065713	0.168	0.139	0.375095285624029
LIMD2	1.8677726642623e-05	0.0258791940169981	0.181	0.151	0.478560712037286
SLC12A7	2.30812608598247e-05	0.0258651129014521	0.208	0.177	0.591388065750429
CFLAR-AS1	5.24007673820491e-17	0.0258522184271213	0.044	0.019	1.34261246186286e-12
ODR4	4.55324340586636e-09	0.0258406037641445	0.082	0.056	0.000116663202545108
NFATC1	3.45465242490939e-08	0.0258400292698378	0.094	0.068	0.000885151044310284
ZNF467	1.96170805740021e-09	0.0258303147683166	0.086	0.059	5.02628838467082e-05
SERPINF2	6.68161554568287e-13	0.025824720853436	0.06	0.034	1.71196353511486e-08
HVCN1	9.99707818308151e-08	0.0258212145784293	0.077	0.054	0.00256145137206915
TM6SF1	1.85387203673478e-09	0.0258162209500387	0.071	0.046	4.74999093252185e-05
IMPDH2	4.67022828114176e-05	0.0258065482743141	0.27	0.233	1
PTX3	2.16656507429161e-05	0.0258033615869838	0.078	0.059	0.555117303334996
C16orf72	4.03523426762882e-05	0.0257981207126966	0.231	0.199	1
DPM1	1.17838902161303e-06	0.0257915722768929	0.158	0.126	0.0301926835117691
UBE2V2	1.54412864937168e-06	0.0257735872080266	0.126	0.099	0.0395636642542012
INTS11	9.82593712120491e-09	0.0257734079885869	0.094	0.067	0.000251760160919512
METTL21A	7.99919889042679e-07	0.0257567644996756	0.108	0.082	0.0204955473970515
LRCH3	4.42294636691581e-08	0.0257474477202559	0.099	0.071	0.00113324731813117
KIAA2026	5.68812429066801e-07	0.0257469191564578	0.12	0.092	0.0145741120575496
A1BG	9.22185518850836e-08	0.0257377999315574	0.11	0.082	0.00236282373639961
LSM1	2.44923084765909e-06	0.0257334673200252	0.163	0.132	0.0627541927787212
RTN1	7.25944512791141e-11	0.0257276338691775	0.062	0.038	1.86001503067346e-06
LRRC8C	4.08450706146034e-06	0.0257070889697784	0.149	0.12	0.104653239928737
MIR4435-2HG	4.25785602630848e-08	0.0256974308506633	0.093	0.066	0.00109094787106076
UBR7	8.94848077108434e-08	0.0256951646501274	0.102	0.075	0.00229277974316723
VPS8	3.79209640155125e-11	0.0256861177147726	0.065	0.04	9.71610940005462e-07
SYNRG	3.99140095623701e-07	0.0256860927731257	0.119	0.091	0.0102267675300705
IL18R1	1.80812429315254e-09	0.0256818393736028	0.068	0.044	4.63277606391543e-05
SRGAP2B	2.91149366324365e-11	0.0256793159821053	0.073	0.045	7.45982906396288e-07
ZC3H7A	7.58751575841895e-07	0.0256709269895039	0.147	0.116	0.019440732876221
SLC27A3	9.05470828912238e-10	0.0256610774671268	0.077	0.051	2.31999735783894e-05
PRKCSH	3.76690529597769e-06	0.0256539071838764	0.187	0.155	0.0965156474935404
MAPK8	3.50769149935626e-07	0.0256486116058991	0.122	0.094	0.00898740715965061
CCDC69	6.35782135415012e-08	0.0256479878486219	0.1	0.073	0.00162900098736034
SNRNP70	2.20439555122879e-05	0.0256365019089289	0.238	0.203	0.564810228135841
CD68	0.00517673554754762	0.0256163696200202	0.433	0.4	1
FKBP15	1.30487346593777e-07	0.0256101926066299	0.106	0.078	0.00334334679442575
SF3A2	2.60007306394869e-09	0.0256072014243244	0.091	0.062	6.66190720444934e-05
CPPED1	3.85384617590276e-08	0.0255963777798719	0.096	0.069	0.000987432467189806
CBR3	2.4404673010065e-05	0.0255928920138887	0.119	0.096	0.625296531863886
CYP20A1	6.16049599463105e-09	0.0255794290672475	0.084	0.058	0.000157844228374437
TDP1	6.90455197725246e-13	0.0255788423400662	0.058	0.032	1.76908430761162e-08
RUFY1	1.12892991720046e-07	0.0255710371144147	0.109	0.081	0.00289254423385103
FDPS	0.000350575477343907	0.0255688249649832	0.204	0.178	1
NAGA	9.46222583044043e-07	0.0255371279503251	0.138	0.109	0.0242441150227545
PUM1	1.99063413725863e-05	0.0255305344032782	0.277	0.239	0.510040278648406
SMCR5	2.43892480755625e-15	0.0255229211964584	0.047	0.022	6.24901314192063e-11
DOCK5	1.53791655788048e-08	0.0255156780351791	0.087	0.061	0.000394044980460138
CERS2	3.78455666747035e-07	0.0255131286898547	0.125	0.096	0.00969679109339254
CSRP1	1.6018223265579e-06	0.0255100828173749	0.153	0.122	0.0410418916510665
SENP7	6.33818002435643e-13	0.0254861207011349	0.06	0.034	1.62396848584061e-08
SAMD8	2.57568494115805e-05	0.0254674539826	0.203	0.171	0.659941995623516
RPE	1.45169601706542e-06	0.0254610133437939	0.144	0.114	0.0371953553492502
TPPP3	5.48161756650181e-06	0.0254582892948613	0.061	0.044	0.140450005288909
SH3PXD2B	1.7983051024987e-08	0.0254552538736839	0.084	0.059	0.000460761733362217
MARCH9	2.16488271732753e-07	0.0254538903694488	0.115	0.086	0.0055468624983366
PHACTR4	1.2800379976504e-06	0.0254526276763663	0.193	0.157	0.0327971335757986
INIP	6.79591291906937e-08	0.0254461992009455	0.103	0.075	0.00174124880812395
CLIP2	5.85989713299524e-07	0.0254254932805617	0.111	0.085	0.0150142284341604
TPRA1	7.43042182251696e-06	0.0254208847919551	0.253	0.214	0.190382267936529
PPM1M	2.15087652793505e-10	0.0254073186124584	0.073	0.046	5.51097583987518e-06
SATB1	1.40576927882314e-05	0.0254009844358766	0.189	0.158	0.360186204620066
MRPL24	1.09656056920685e-09	0.025400957475084	0.078	0.051	2.80960749042179e-05
CCDC3	3.2715232100724e-10	0.0253990588862177	0.055	0.033	8.38229676884749e-06
INTS3	1.28593749541701e-08	0.0253956212539914	0.089	0.062	0.000329482905075746
CIAO2A	2.28258616411121e-06	0.0253929968206434	0.149	0.12	0.0584844226968574
MAP2K4	9.75636345013846e-09	0.0253910970598681	0.082	0.057	0.000249977544319448
RPS19BP1	0.000148621790489418	0.0253896617991279	0.405	0.36	1
ZHX1	1.12945650092376e-07	0.0253858233863506	0.117	0.088	0.00289389344666685
PRRC2B	3.91294834257445e-06	0.0253833094107134	0.155	0.126	0.100257562433443
KAT2B	3.04477304692313e-07	0.0253831654548581	0.115	0.087	0.00780131750082644
FER	2.43716627880681e-11	0.0253769571213161	0.063	0.037	6.24450743955881e-07
CD209	0.00887263805220668	0.0253750221345905	0.09	0.078	1
UQCRC2	4.99276521484746e-06	0.0253707215604551	0.269	0.227	0.127924630334822
PIP5K1C	2.30607188786587e-08	0.025360191059609	0.095	0.068	0.000590861739108994
HELLS	9.69322654201272e-05	0.0253595787108688	0.118	0.097	1
DTNBP1	2.78306533744278e-08	0.025342873058699	0.1	0.072	0.000713077000759589
BRCA2	6.24358542571491e-07	0.0253304696008035	0.099	0.074	0.0159973145777667
ATP6V0C	0.00411272834881814	0.0253293295491166	0.832	0.801	1
GDI1	1.42636435155592e-06	0.0253281632268653	0.139	0.11	0.0365463074155657
NEURL3	1.13478491240824e-08	0.0253086328323831	0.083	0.057	0.000290754590257239
IMMT	1.83559866809527e-06	0.0252961749001423	0.162	0.131	0.047031709073937
DSTN	0.075934538508626	0.025293491403418	0.545	0.554	1
CCDC6	3.33317675176296e-06	0.0252882110043387	0.186	0.153	0.0854026547336707
AOAH	2.6028671771105e-05	0.025278470906775	0.127	0.103	0.666906628119252
MRPL1	1.51550197372941e-07	0.0252783764594765	0.082	0.059	0.0038830191570895
USP11	4.24039334304401e-08	0.025270869886759	0.084	0.059	0.00108647358235474
ANO6	1.00690447861638e-05	0.0252633412063685	0.165	0.136	0.257989065511089
OSBPL1A	2.55498194301167e-07	0.0252605142014318	0.107	0.08	0.00654637473438449
PRC1	0.0001174588931696	0.025259621632325	0.154	0.129	1
EIF1AY	2.80724019528593e-06	0.0252584760847156	0.148	0.119	0.071927108283616
WASHC3	6.66545944571998e-08	0.0252394513817104	0.112	0.083	0.00170782401918237
SNX27	2.56198578867019e-06	0.0252296147014249	0.15	0.12	0.0656431998773075
CETN3	7.33858897859763e-18	0.0252271257813265	0.043	0.018	1.88029326809629e-13
HIPK3	1.16807118039891e-05	0.02520468883494	0.217	0.183	0.29928319784181
CD59	0.000126281538763769	0.0252045860143888	0.488	0.434	1
PLCD1	4.74233046193599e-07	0.0251958831604222	0.094	0.07	0.0121507991095724
MYLPF	6.88097165061888e-19	0.0251950275177643	0.041	0.016	1.76304255632157e-14
LINC02605	1.43903889907455e-07	0.0251919072080501	0.074	0.051	0.0036871054672088
ERGIC3	1.32198015762694e-05	0.0251724445146772	0.262	0.224	0.338717755987174
TLK1	1.02904031155321e-08	0.0251375749310014	0.097	0.069	0.000263660708626164
C4orf33	4.31913274653912e-09	0.0251335569768257	0.078	0.052	0.000110664819231825
PRDX4	7.12350912883458e-06	0.0250934078852526	0.169	0.139	0.182518550899
ATP6V1A	0.00222953836921369	0.0250896076739487	0.384	0.353	1
SNUPN	2.00508077855607e-10	0.0250733166137948	0.064	0.04	5.13741797081637e-06
SF3B2	3.16127902594843e-05	0.025068668220635	0.299	0.259	0.809982912028506
RARS	1.33136967324267e-06	0.0250649690129004	0.124	0.097	0.0341123537678236
PHGDH	0.0348754478226781	0.0250640190977759	0.127	0.116	1
UBE4A	6.50810883921892e-08	0.0250523452804731	0.102	0.074	0.00166750764678467
AVPI1	5.46367643789482e-05	0.0250463567733243	0.178	0.15	1
KPNA6	3.1520635296111e-07	0.025037959252641	0.123	0.094	0.00807621717556957
LARP1	1.04711733238519e-05	0.025033255001242	0.199	0.167	0.268292402903734
TRAPPC1	7.36640172718838e-06	0.0250204712372718	0.273	0.232	0.188741945054021
GLYR1	1.17681440073518e-06	0.0250204065087297	0.122	0.095	0.0301523385756367
SRFBP1	1.04484118503257e-09	0.025019881074621	0.073	0.047	2.67709208429045e-05
NCAPD3	1.15828157715401e-07	0.0250073849474235	0.09	0.065	0.00296774905698401
EXOC5	4.82311493129082e-06	0.0250026952261727	0.164	0.133	0.123577850769533
ERCC5	2.68549091700436e-08	0.0250010116567452	0.086	0.06	0.000688076482754857
EID2	9.5197847249922e-10	0.0249992755235496	0.076	0.05	2.4391592422375e-05
MIR222HG	1.96096401700392e-05	0.0249898275926182	0.087	0.067	0.502438200436744
CMTM3	7.61124112351744e-07	0.024988065382113	0.12	0.092	0.0195015220066764
STAT4	1.95041434265096e-09	0.0249827287047517	0.06	0.038	4.9973516287403e-05
FBXL15	1.27467397136377e-08	0.0249742811517628	0.096	0.068	0.000326596964942826
DDX39B	5.29923881113925e-05	0.0249708601483942	0.301	0.261	1
RECQL	1.30088701009038e-06	0.0249708167502213	0.152	0.121	0.0333313269725358
SLC36A4	2.54944287480885e-06	0.0249694590550602	0.142	0.113	0.0653218253383524
TAF9	1.38809175871749e-05	0.0249659210379825	0.149	0.122	0.355656870418595
CCDC174	2.9891863573735e-07	0.0249594371419568	0.1	0.075	0.00765889328486238
AIM2	1.68316902983778e-06	0.0249565926059663	0.075	0.055	0.0431261568825037
GPR107	4.78948018441441e-07	0.0249506731961402	0.113	0.086	0.0122716061285066
PACS2	5.40568018708272e-10	0.0249375700413671	0.074	0.048	1.38504337753434e-05
PCED1B-AS1	4.30670414038934e-09	0.0249252401109226	0.071	0.047	0.000110346373485056
SLC40A1	0.19483998325956	0.024923638511375	0.114	0.106	1
VEZF1	5.53359066138351e-06	0.0249194175459772	0.182	0.15	0.141781659925968
UBE2B	0.000369555925964279	0.0249152061673974	0.525	0.468	1
AKAP8L	3.22888563033293e-08	0.0249090835119507	0.11	0.08	0.000827305076203903
CEBPZOS	1.09422101575957e-08	0.0249089054899524	0.089	0.062	0.000280361308657917
SMARCB1	1.82873550472225e-07	0.0248982462441744	0.118	0.089	0.00468558611019936
CPSF6	1.08437711648867e-06	0.0248697379036964	0.149	0.118	0.0277839104786728
IARS	4.83788392368008e-06	0.0248641226170719	0.139	0.111	0.123956261892531
PPP4R3B	9.74234363620595e-06	0.0248540816509271	0.165	0.136	0.249618328646869
SH3YL1	1.59299679060196e-06	0.0248493648801868	0.11	0.085	0.0408157637688035
NOP56	4.06983797299082e-06	0.0248205792030546	0.197	0.162	0.104277388543971
PNPLA2	1.1381115614499e-07	0.0248195077787018	0.115	0.086	0.00291606944274694
AC112496.1	5.99143762634224e-07	0.0248186254744115	0.08	0.058	0.0153512614862141
NSMCE2	8.05120064507161e-08	0.0248111941193046	0.095	0.069	0.00206287862928025
ZRANB1	7.91783286544013e-07	0.024802978988386	0.135	0.105	0.0202870713678307
BRI3BP	4.09222826682374e-06	0.0248019593099505	0.122	0.096	0.104851072652558
CENPK	3.70390242831771e-07	0.0247981111897373	0.072	0.051	0.00949013880183563
ASAP1-IT2	3.49540684230852e-10	0.0247795457054301	0.055	0.033	8.95593141136289e-06
ZSWIM7	2.65780960508489e-07	0.024754270596411	0.123	0.094	0.0068098397701485
UBE2W	7.91764707399844e-06	0.0247535177557802	0.2	0.166	0.202865953329988
DGAT1	4.54907648650164e-08	0.0247453554668983	0.097	0.07	0.00116556437737145
CCNL2	2.29530096584701e-07	0.0247445046169788	0.11	0.083	0.0058810201346932
CCR6	7.11089716033956e-14	0.0247372963509186	0.038	0.017	1.8219540704222e-09
SNHG1	6.83801398809121e-06	0.0247363081020466	0.179	0.148	0.175203594402873
SBDS	9.57759664249984e-06	0.0247271451734836	0.29	0.248	0.245397181174131
BCCIP	4.7677577091118e-08	0.024727033037258	0.091	0.065	0.00122159488022863
MAPRE1	5.19171242162124e-05	0.0247084629655103	0.35	0.308	1
NDUFA5	1.71501160469708e-05	0.0247060633277152	0.201	0.169	0.439420273355485
LONP2	1.31129258504086e-07	0.0247005538522612	0.114	0.085	0.00335979386139169
TUFM	2.54833833747691e-05	0.0246636177477541	0.32	0.277	0.652935248828335
IFNGR1	3.293941971535e-05	0.0246612402672143	0.267	0.229	0.843973811946698
CMC4	5.00870589642515e-08	0.0246567516981443	0.089	0.063	0.00128333062478205
PTTG1IP	2.12000705548395e-05	0.0246514379603285	0.257	0.22	0.543188207756098
GHITM	5.35870457296981e-05	0.0246482998046751	0.393	0.344	1
SRP19	3.61499488063777e-05	0.0246452556173748	0.316	0.275	0.92623398831701
TMEM183A	4.09261560701531e-06	0.02463039022394	0.171	0.139	0.104860997082946
NDUFAB1	2.38395536792187e-05	0.0246215552151598	0.262	0.224	0.610817044368943
TIMM17B	4.33638897521585e-07	0.024588971491623	0.138	0.107	0.0111106958322981
STAT5B	3.79736297011827e-07	0.0245880938814982	0.102	0.076	0.00972960340203704
NT5C2	2.25986491641534e-06	0.0245807079572132	0.11	0.085	0.0579022588883938
YTHDF2	1.91291451457023e-05	0.0245695258930784	0.212	0.179	0.490126956923184
PTPN22	2.14218418391396e-08	0.0245660321965522	0.086	0.06	0.000548870431602435
SHFL	1.49031881168218e-07	0.0245356241746272	0.098	0.072	0.00381849485929207
PTK2B	7.98747987559413e-05	0.0245353278165978	0.171	0.144	1
FMNL2	5.99445332021152e-06	0.0245194351836985	0.172	0.141	0.15358988297046
KIF13B	7.18243125502628e-07	0.0245149143838253	0.087	0.064	0.0184028253616283
CDK14	1.26767481851882e-14	0.0245072878832884	0.05	0.025	3.24803642000893e-10
PBDC1	4.74719748681769e-06	0.0245051796709247	0.142	0.114	0.121632694007243
CWC27	1.81074869637458e-09	0.0244991138401633	0.071	0.047	4.63950030985094e-05
SLC41A2	5.80359352560851e-07	0.0244937451148773	0.097	0.073	0.0148699673313141
ATG2A	6.98940647712536e-08	0.0244935668152149	0.085	0.06	0.00179082572756906
EXOC4	4.37149234337971e-09	0.0244784008263105	0.088	0.06	0.000112006376822075
R3HDM1	4.65751611882478e-09	0.0244758251426502	0.083	0.056	0.000119334877996529
DOCK7	1.88450636293397e-09	0.0244725112876108	0.075	0.049	4.82848220310943e-05
FDX1	3.60986435237714e-05	0.0244705694944038	0.184	0.155	0.924919444366072
PPP6R3	2.59178407595368e-06	0.0244558240895798	0.146	0.117	0.0664066915940851
DCTN1	2.21265006494501e-08	0.0244523899454069	0.09	0.064	0.000566925199640211
ZFYVE28	3.49565738870994e-07	0.0244480090739515	0.084	0.061	0.00895657336135261
NR2C1	3.29808479917718e-11	0.024447518255497	0.058	0.034	8.45035287245178e-07
RNF216	9.54090543481259e-08	0.0244433810160919	0.1	0.073	0.00244457079050768
PSMD1	1.74633195435052e-05	0.0244419240942812	0.232	0.197	0.447445173343691
DNAJC3-DT	1.60804309601599e-11	0.0244405688271367	0.058	0.034	4.12012802061216e-07
GTF2H1	9.23013429610321e-07	0.0244351855518529	0.112	0.086	0.0236494500934756
GOPC	1.49213416617062e-07	0.0244207122787617	0.092	0.067	0.00382314616056236
TAPT1	2.38938637295647e-08	0.0244200315491869	0.079	0.054	0.000612208576478907
LRRC41	1.36886012377753e-07	0.024409817641874	0.111	0.083	0.00350729340914279
RAF1	4.38664016665718e-06	0.0243936761412764	0.141	0.113	0.11239449435009
PLSCR1	0.00110707117224798	0.0243926726571468	0.367	0.333	1
FAM76B	2.41224736951729e-08	0.0243853031103803	0.088	0.062	0.000618066021017719
NDUFB6	1.81465166664949e-05	0.0243807974975684	0.239	0.202	0.464950050028933
COPS5	5.42981741790551e-06	0.0243795835274315	0.148	0.119	0.139122781881575
ARIH2	8.2032111872448e-07	0.0243790902630431	0.149	0.118	0.0210182677039586
NDUFV2	0.000782635331967988	0.0243790653561187	0.547	0.489	1
SLCO2B1	0.0138436769833406	0.0243789954918097	0.096	0.084	1
API5	4.3940536978407e-07	0.0243500090118929	0.117	0.089	0.0112584443846074
VPS29	0.000125251298950423	0.024336335538386	0.404	0.358	1
CNRIP1	4.42992088912894e-08	0.0243332106636887	0.071	0.048	0.00113503433021262
POLR3E	2.39455110027715e-10	0.0243263951218983	0.063	0.039	6.13531882913011e-06
CEBPG	3.15969789012852e-06	0.0243029694644699	0.149	0.12	0.0809577793408729
CD2BP2	8.35567300586103e-07	0.0242953873823865	0.13	0.101	0.0214089053756171
